Building Name,Address,URL,Type,Completion,Title,No. of Floors,Passenger Lift,Cargo Lift,Car Park,Loading Area,Cargo,Management Fee (Approx. per sq. ft.),Ceiling Height(Approx.),Floor Remark,Air Conditioning,Transport,Management Company,Air Conditioning Opening Times,Total Area,Grade,Raised Floor
China United Plaza,1008 Tai Nan West Street,https://www.midlandici.com.hk/ics/property/building/details/B000007241/China-United-Plaza?lang=english,Industrial,1995,Spin-Off,28,2,1,,,,"@2.6
            (Information: Year 2022)","G/F and 1/F: 5.6M
7/F, 11/F, 16/F and 20/F: 3.5M
25/F: 4.2M","Not including Ground Floor 
            
               * 4/F, 14/F and 24/F Omitted",Water Cooling,"Close to Lai Chi Kok MTR Station, Bus and Minibus",,,,,
Cre Ctr,889 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000007243/Cre-Ctr?lang=english,Industrial,1994,Spin-Off,22,3,2,,,,"@1.5
            (Information: Year 2021)","G/F: 5M
1/F: 4.85M
2/F: 3.3M
3/F: 3.2M
5-12/F & 15-23/F & 25-26/F: 3.2M","Not including Ground Floor 
            
               * 4/F, 13/F, 14/F and 24/F Omitted",Independent,,WINLAND PROPERTY MANAGEMENT LIMITED,,,,
D2 Place 2,15 Cheung Shun Street,https://www.midlandici.com.hk/ics/property/building/details/B000055082/D2-Place-2?lang=english,Industrial,1978,Unified,,5,,,,,"@0.85
            (Information: Year 2021)",,,Water Cooling,Close to MTR Station,第一太平戴維斯,,,,
Dragon Ind Bldg,93 King Lam Street,https://www.midlandici.com.hk/ics/property/building/details/B000007244/Dragon-Ind-Bldg?lang=english,Industrial,1978,Spin-Off,12,2,5,,,,"@0.9
            (Information: Year 2021)","G/F: 13 ft 2 in.
1-11/F: 10 ft
12/F: 11 ft 7 in.",Not including Ground Floor,Independent,,,,,,
Elite Ind Ctr,883 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000007245/Elite-Ind-Ctr?lang=english,Industrial,1984,Spin-Off,12,2,2,,,,"@0.9
            (Information: Year 2022)","G/F :4.08M
1-11/F :2.94M
12/F :4M",Not including Basement and Ground Floor,,,祈德仁物業管理有限公司,,,,
Fashion Ctr,51-53 Wing Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000007935/Fashion-Ctr?lang=english,Industrial,1990,Spin-Off,16,1,3,,,,"@1.6
            (Information: Year 2021)","Floor 11-16 - 13 ft, 1 in
Floor 6-10 - 13 ft, 1 in
Floor G - 16 ft, 9 in",Not including Ground Floor,Independent,"Close to MTR Station, Bus and Minibus",康業,,,,
Fast Ind Bldg,658 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000019099/Fast-Ind-Bldg?lang=english,Industrial,1980,Spin-Off,11,,2,,,,"@0.92
            (Information: Year 2021)","B/F: 10ft 5in
G/F: 11ft 5in
1/F-11/F: 10ft",Not including Ground Floor,Independent,Close to MTR Station,27416781,,,,
Ford Glory Plaza,37-39 Wing Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000020382/Ford-Glory-Plaza?lang=english,Industrial,2008,Spin-Off,28,5,1,,,,"@1.85
            (Information: Year 2023)","Floor 23-32 - 13 ft, 9 in
Floor 12-22 - 13 ft, 9 in
Floor 1-11 - 13 ft, 9 in","Not including Ground Floor 
            
               * 4/F, 13/F, 14/F and 24/F Omitted 
            
               * Refuge floor at 9/F",Water Cooling,"Close to Lai Chi Kok MTR Station, Bus and Minibus",第一太平戴維斯,,,,
Fung Wah Factory Building,646-648a Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000019358/Fung-Wah-Factory-Building?lang=english,Industrial,1969,Spin-Off,6,,,,,,"@0.2
            (Information: Year 2021)",,Not including Ground Floor,Independent,,,,,,
Garment Ctr,576-586 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000019390/Garment-Ctr?lang=english,Industrial,1980,Unified,13,1,3,,,,"@1.3
            (Information: Year 2022)","Floor B - 10 ft, 60 in
Floor G - 14 ft, 0 in",Not including Basement and Ground Floor,Central,,康業服務有限公司,,"Approx. 360,908 sq.ft.",,
Global Gateway Tower,63 Wing Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000079730/Global-Gateway-Tower?lang=english,Industrial,2015,Spin-Off,24,,,,,,"@2.05
            (Information: Year 2022)","Floor G - 18 ft, 7 in","Not including Ground Floor  
            
               * 4/F, 14/F and 24/F Omitted 
            
               * Refuge floor at 17/F",Independent,"Close to Lai Chi Kok MTR Station, Bus and Minibus",恆益物業管理,Monday To Friday  - Saturday  - Sunday  -,"Approx. 380,000 sq.ft.",A,
Grandion Plaza,932 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000068661/Grandion-Plaza?lang=english,Industrial,2011,Spin-Off,26,2,1,,,,"@2.3
            (Information: Year 2023)",5/F-30/F: 4.2M,"Not including Ground Floor 
            
               * 4/F, 13/F, 14/F and 24/F Omitted 
            
               * Refuge floor at 7/F",Water Cooling,"Close to MTR Station, Bus and Minibus",,,,,
Hk Ind Ctr Blk A,489-491 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007915/Hk-Ind-Ctr-Blk-A?lang=english,Industrial,1979,Spin-Off,12,1,4,,,,"@1.3
            (Information: Year 2023)","G/F: 11 ft 5-1/2 in.
1-12/F: 10 ft",Not including Basement and Ground Floor,Independent,Close to MTR Station,,,,,
Hk Ind Ctr Blk B,489-491 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007916/Hk-Ind-Ctr-Blk-B?lang=english,Industrial,1979,Spin-Off,12,2,4,,,,"@1.3
            (Information: Year 2023)",,Not including Basement and Ground Floor,Independent,Close to MTR Station,,,,,
Hk Ind Ctr Blk C,489-491 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007918/Hk-Ind-Ctr-Blk-C?lang=english,Industrial,1979,Spin-Off,12,1,4,,,,"@1.3
            (Information: Year 2023)",,Not including Basement and Ground Floor,Independent,Close to MTR Station,Hong Yip Service Co. Ltd,,,,
"Hk Spinners Ind Bldg (1,2)",601-603 Tai Nan West Street,https://www.midlandici.com.hk/ics/property/building/details/B000007924/Hk-Spinners-Ind-Bldg--1-2-?lang=english,Industrial,1964,Spin-Off,9,,,,,,,,Not including Ground Floor,,,,,,,
Hk Spinners Ind Bldg (5),760 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000007929/Hk-Spinners-Ind-Bldg--5-?lang=english,Industrial,1976,Spin-Off,11,2,4,,,,"@1.21
            (Information: Year 2021)","G/F: 15 ft 6 in.
1-3/F: 10 ft 7 in.
4-11/F: 10 ft 6 in.",Not including Ground Floor,,Close to MTR Station,,,,,
Hk Spinners Ind Bldg (6),481 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007930/Hk-Spinners-Ind-Bldg--6-?lang=english,Industrial,1979,Spin-Off,10,2,2,,,,"@1.8
            (Information: Year 2021)",,Not including Basement,,Close to MTR Station,,,,,
Hop Hing Ind Bldg,704 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007237/Hop-Hing-Ind-Bldg?lang=english,Industrial,1980,Spin-Off,11,2,4,,,,"@1.3
            (Information: Year 2021)",,Not including Ground Floor and Upper Ground Floor,Independent,"Close to MTR Station, Bus and Minibus",康業服務有限公司,,,,
Hung Cheong Fty Bldg,3 Kwong Cheung Street,https://www.midlandici.com.hk/ics/property/building/details/B000020168/Hung-Cheong-Fty-Bldg?lang=english,Industrial,1964,Spin-Off,11,1,2,,,,,,Not including Basement and Ground Floor,Independent,,,,,,
Ka To Fty Bldg,2 Cheung Yue Street,https://www.midlandici.com.hk/ics/property/building/details/B000007238/Ka-To-Fty-Bldg?lang=english,Industrial,1976,Spin-Off,11,1,1,,,,"@0.9
            (Information: Year 2021)",,Not including Ground Floor,,,,,,,
Kimberland Centre,55 Wing Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000081953/Kimberland-Centre?lang=english,Industrial,2018,Spin-Off,29,,,,,,"@2.2
            (Information: Year 2023)","Floor 22-33 - 13 ft, 9 in
Floor 11-21 - 13 ft, 1 in
Floor G - 16 ft, 0 in
Floor 1-10 - 12 ft, 5 in","Not including Basement, Ground Floor and Roof 
            
               * 13/F, 14/F, 17/F and 24/F Omitted",Split,Close to MTR Station,,,"Approx. 174,000 sq.ft.",,
Kowloon Plaza,485 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007230/Kowloon-Plaza?lang=english,Industrial,1992,Spin-Off,19,2,3,,,,"@2.7
            (Information: Year 2021)","Floor 16-21 - 12 ft, 5 in
Floor G - 13 ft, 10 in
Floor 1-8 - 16 ft, 50 in","Not including Basement and Ground Floor 
            
              *   4/F, 13/F and 14/F Omitted",Independent,"Close to MTR Staion, Bus and Minibus",信和,,,,
Kwong Tai Fty Bldg,750 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000021021/Kwong-Tai-Fty-Bldg?lang=english,Industrial,1961,Spin-Off,8,,1,,,,,"Floor 6-8 - 11 ft, 0 in
Floor G - 14 ft, 0 in
Floor 1-5 - 11 ft, 60 in",Not including Ground Floor,Independent,,,,,,
Long To Bldg,654-656 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000021421/Long-To-Bldg?lang=english,Industrial,1992,Spin-Off,16,1,1,,,,"@2
            (Information: Year 2021)","G/F: 16ft 5in
1/F: 10ft 10in
2/F-3/F: 10ft 9in
4/F-15/F: 11ft 4in","Not including Ground Floor 
            
              * 14/F Omitted",Independent,Close to Lai Chi Kok MTR Station,,,,,
Luen Hing Fty Bldg,109 King Lam Street,https://www.midlandici.com.hk/ics/property/building/details/B000021477/Luen-Hing-Fty-Bldg?lang=english,Industrial,1969,Spin-Off,9,,2,,,,,,Not including Ground Floor,,,,,,,
New Timely Fty Bldg,497 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000022098/New-Timely-Fty-Bldg?lang=english,Industrial,1974,Spin-Off,10,,,,,,"@0.85
            (Information: Year 2021)",,Not including Ground Floor,,,,,,,
One Two One,121 King Lam Street,https://www.midlandici.com.hk/ics/property/building/details/B000101679/One-Two-One?lang=english,Industrial,2023,Spin-Off,25,,,,,,"@2.1
            (Information: Year 2021)",Approx. 4.75M-5M,"4/F, 13/F, 14/F and 24/F are omitted",---,3-5 minutes walk to Lai Chi Kok MTR Station,,,,,
Orient International Tower,1018 Tai Nan West Street,https://www.midlandici.com.hk/ics/property/building/details/B000094024/Orient-International-Tower?lang=english,Industrial,2022,,25,,,,,,,"Floor 2-29 - 15 ft, 6 in","Not including  Basement, Ground Floor, Roof and Upper Roof 
            
              * 4/F, 13/F, 14/F and 24/F are omitted",Water Cooling,2 mins walk to Lai Chi Kok MTR Station,第一太平,,,,
Precious Ind Ctr,18 Cheung Yue Street,https://www.midlandici.com.hk/ics/property/building/details/B000022746/Precious-Ind-Ctr?lang=english,Industrial,1977,Spin-Off,11,,,,,,"@1.1
            (Information: Year 2021)","G/F: 16ft 7in
1/F-11/F: 10ft 6in",Not including Basement and Ground Floor,Independent,,,,,,
Premier Ctr,20 Cheung Shun Street,https://www.midlandici.com.hk/ics/property/building/details/B000007229/Premier-Ctr?lang=english,Industrial,1994,Spin-Off,14,2,2,,,,"@2.6
            (Information: Year 2021)","G/F: 14ft 2in
1/F-3/F: 9ft 8in
5/F-13/F: 9ft 2in
15/F: 9ft 2in",Not including Ground Floor,Independent,"Close to Lai Chi Kok MTR Station, Bus and Minibus",,,,,
Prowell Asia Centre,926 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000094023/Prowell-Asia-Centre?lang=english,Industrial,2022,Spin-Off,24,,,,,,"@2.5
            (Information: Year 2021)",Approx. 4.5M,"Not including B1/F, G/F & M/F 
            
              * 4/F, 13/F, 14/F and 24/F are omitted",Independent,Close to Lai Chi Kok Station,,,,,
Siu Wai Ind Ctr,29-33 Wing Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000007231/Siu-Wai-Ind-Ctr?lang=english,Industrial,1990,Spin-Off,13,1,3,,,,"@1.1
            (Information: Year 2021)",,Not including Ground Floor,---,"Close to Lai Chi Kok MTR Station, Bus and Minibus",,,,,
Sterling Ctr,11 Cheung Yue Street,https://www.midlandici.com.hk/ics/property/building/details/B000007232/Sterling-Ctr?lang=english,Industrial,1994,Spin-Off,20,3,1,,,,"@1.6
            (Information: Year 2021)","2/F and 8/F: 3.1M
11/F-13/F: 3.1M
16/F-18/F: 3.1M
20/F and 21/F: 3.1M","Not including Ground Floor  
            
              * 4/F and 14/F Omitted",Independent,"Close to Lai Chi Kok MTR Station, Bus and Minibus",,,,,
Tai Shing Factory Building,273-279 Un Chau Street,https://www.midlandici.com.hk/ics/property/building/details/B000077739/Tai-Shing-Factory-Building?lang=english,Industrial,1960,Spin-Off,7,,,,,,,,Not including Ground Floor,,,,,,,
The Globe,79 Wing Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000054388/The-Globe?lang=english,Office,1997,Spin-Off,28,3,1,,,,"@1.55
            (Information: Year 2023)","Floor 20-30 - 11 ft, 6 in
Floor 10-19 - 11 ft, 6 in",Not including Ground Floor,Independent,"Close to  Lai Chi Kok MTR Station, Bus and Minibus",,,"Approx. 179,640 sq.ft.",B,
Trust Ctr,912-914 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000007234/Trust-Ctr?lang=english,Industrial,1993,Spin-Off,16,1,2,,,,"@2.2
            (Information: Year 2021)","G/F: 15ft 8in
1/F-2/F: 15ft 8in
3/F: 11ft 5in
5/F-17/F: 11ft 5in","Not including Ground Floor 
            
              * 4/F and 14/F Omitted",Independent,"Close to MTR Station, Bus and Mini Bus",,,,,
Verde Heights,No 550 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000122544/Verde-Heights?lang=english,Industrial,2025,,25,3,1,,,,,"G/F Approx. 4.9m
1/F Approx. 7.3m
2/F-28/F Approx. 4.825m","Omitted 4/F, 13/F, 14/F & 24/F",Independent Split,,JONES LANG LASALLE MANAGEMENT,,"Approx. 369,745 sq.ft.",,
Vita Green Tower,918 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000094022/Vita-Green-Tower?lang=english,Industrial,2023,Spin-Off,24,,,,,,"@2.5
            (Information: Year 2021)",Approx. 4.5M,"Not including B1/F, G/F & M/F 
            
              * 4/F, 13/F, 14/F and 24/F are omitted",Independent,Close to Lai Chi Kok Station,,,,A,
Vogue Ctr,696 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007235/Vogue-Ctr?lang=english,Industrial,1992,Spin-Off,17,2,1,,,,"@3.80
            (Information: Year 2021)","G/F: 17 ft 8 in.
1-2/F: 15 ft 8 in.
3-16/F: 13 ft 1 in.",Not including Basement and Ground Floor,Independent,"Close to Cheung Sha Wan MTR Station, Bus and Minibus",康業,,,,
W668,668-680 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000081664/W668?lang=english,Industrial,2017,Spin-Off,22,,,,,,"G/F-23/F: 2.94 25/F: @3.14
            (Information: Year 2021)","Floor 18-25 - 14 ft, 9 in
Floor 9-17 - 14 ft, 9 in
Floor G - 18 ft, 0 in
Floor 1-8 - 14 ft, 9 in","Not including Ground Floor 
            
               * 4/F, 14/F and 24/F Omitted",Split,,康業服務有限公司,,,,
Wah Shing Ind Bldg,18 Cheung Shun Street,https://www.midlandici.com.hk/ics/property/building/details/B000024612/Wah-Shing-Ind-Bldg?lang=english,Industrial,1977,Spin-Off,11,1,2,,,,,,Not including Ground Floor and Roof,Independent,Close to Lai Chi Kok MTR Station,,,,,
Wing Hong Ctr,18 Wing Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000007236/Wing-Hong-Ctr?lang=english,Industrial,1992,Spin-Off,16,,2,,,,"@1.15
            (Information: Year 2021)",,Not including Ground Floor,Independent,"Close to Lai Chi Kok MTR Station, Bus and minibus",港深聯合物業有限公司,,,,
Yee Tak Fty Bldg,42 Wing Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000025310/Yee-Tak-Fty-Bldg?lang=english,Industrial,1969,Spin-Off,10,1,1,,,,,,Not including Ground Floor,Independent,,,,,,
Ying Tung Industrial Building,802 Lai Chi Kok Road,https://www.midlandici.com.hk/ics/property/building/details/B000025402/Ying-Tung-Industrial-Building?lang=english,Industrial,1979,Spin-Off,10,,,,,,"@1
            (Information: Year 2021)",,Not including Ground Floor and Mezzanine Floor,,,,,,,
Yuen Shing Ind Bldg,1033 Yee Kuk Street West,https://www.midlandici.com.hk/ics/property/building/details/B000025555/Yuen-Shing-Ind-Bldg?lang=english,Industrial,1986,Spin-Off,12,1,2,,,,"@0.96
            (Information: Year 2021)",,Not including Ground Floor,,,,,,,
Eldex Ind Bldg,21 Ma Tau Wai Road,https://www.midlandici.com.hk/ics/property/building/details/B000007488/Eldex-Ind-Bldg?lang=english,Industrial,1971,Spin-Off,12,4,6,,,,"@0.6
            (Information: Year 2020)",,"Not including Lower Ground, Ground and Roof",Independent,,,,,,
Focal Ind Ctr - A,21 Man Lok Street,https://www.midlandici.com.hk/ics/property/building/details/B000007768/Focal-Ind-Ctr---A?lang=english,Industrial,1985,Spin-Off,12,2,6,,,,"@0.6
            (Information: Year 2022)",,Not including Ground Floor,Independent,,,,,,
Focal Ind Ctr - B,21 Man Lok Street,https://www.midlandici.com.hk/ics/property/building/details/B000007769/Focal-Ind-Ctr---B?lang=english,Industrial,1986,Spin-Off,12,2,6,,,,"@0.6
            (Information: Year 2022)",,Not including Ground Floor,Independent,,,,,,
Fu Hang Industrial Building,1 Hok Yuen Street East,https://www.midlandici.com.hk/ics/property/building/details/B000007485/Fu-Hang-Industrial-Building?lang=english,Industrial,1984,Spin-Off,12,2,3,,,,"@0.65
            (Information: Year 2023)","Floor 12 - 15 ft, 1 in
Floor 4-11 - 10 ft, 7 in
Floor LB - 14 ft, 2 in
Floor UB - 12 ft, 7 in
Floor 1-3 - 10 ft, 7 in
Floor G - 17 ft, 5 in","Not including Lower Basement, Upper Basement and Ground Floor",Independent,Close to Kowloon City Pier and Hung Hom,,,,,
Gemstar Tower,23 Man Lok Street,https://www.midlandici.com.hk/ics/property/building/details/B000007087/Gemstar-Tower?lang=english,Godown,1991,Spin-Off,16,3,18,,,,"@1.13
            (Information: Year 2020)","Floor 14-15 - 15 ft, 2 in
Floor 16 - 19 ft, 8 in
Floor 17-18 - 18 ft, 0 in
Floor 9-13 - 15 ft, 2 in
Floor 3-8 - 15 ft, 2 in
Floor 1 - 17 ft, 0 in
Floor 2 - 15 ft, 7 in
Floor G - 13 ft, 8 in",Not including Ground Floor,Independent,,,,,,
Guardforce Centre,3 Hok Yuen Street East,https://www.midlandici.com.hk/ics/property/building/details/B000007489/Guardforce-Centre?lang=english,Industrial,1984,Spin-Off,12,2,4,,,,"@0.6
            (Information: Year 2020)","LB/F: 14 ft 5 in.
UB/F: 12 ft 7 in.
G/F: 17 ft 5 in.
1-11/F: 10 ft 7 in.
12/F: 15 ft 1 in.","Not including Lower Basement, Upper Basement and Ground Floor",,Close to East Rail Hung Hum Station,,,,,
Harbour Ctr Tower 1,1 Hok Cheung Street,https://www.midlandici.com.hk/ics/property/building/details/B000007891/Harbour-Ctr-Tower-1?lang=english,Industrial,1989,Spin-Off,13,4,12,,,,"@0.78
            (Information: Year 2023)","Floor 13 - 10 ft, 10 in
Floor 4-12 - 10 ft, 7 in
Floor G - 13 ft, 7 in
Floor B - 11 ft, 6 in
Floor 1-3 - 10 ft, 7 in",Not including Basement and Ground Floor,Independent,,高衛物業管理有限公司,,,,
Harbour Ctr Tower 2,8 Hok Cheung Street,https://www.midlandici.com.hk/ics/property/building/details/B000007892/Harbour-Ctr-Tower-2?lang=english,Industrial,1990,Spin-Off,12,2,5,,,,"@1.42
            (Information: Year 2019)","Floor 12 - 11 ft, 1 in
Floor 3-11 - 10 ft, 8 in
Floor G - 18 ft, 0 in
Floor 1 - 16 ft, 4 in
Floor 2 - 10 ft, 8 in",Not including Ground Floor,Independent,,港基物業管理有限公司,,,,
Heng Ngai Jewelry Ctr,4 Hok Yuen Street East,https://www.midlandici.com.hk/ics/property/building/details/B000019657/Heng-Ngai-Jewelry-Ctr?lang=english,Industrial,1988,Spin-Off,12,2,6,,,,"@1.2
            (Information: Year 2020)",,Not including Basement and Ground Floor,Independent,,,,,,
Hilder Ctr,2 Sung Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000007486/Hilder-Ctr?lang=english,Industrial,1986,Spin-Off,12,2,5,,,,"@0.89
            (Information: Year 2020)",,Not including Basement and Ground Floor,Independent,,,,,,
Kaiser Estate Phase 1,37-45 Man Yue Street,https://www.midlandici.com.hk/ics/property/building/details/B000054107/Kaiser-Estate-Phase-1?lang=english,Industrial,1975,Spin-Off,13,4,3,,,,"0.99
            (Information: Year 2023)",,Not including Lower Ground Floor and Ground Floor,Independent,Close to MTR Station,,,,,
Kaiser Estate Phase 2,47-53 Man Yue Street,https://www.midlandici.com.hk/ics/property/building/details/B000007168/Kaiser-Estate-Phase-2?lang=english,Industrial,1977,Spin-Off,13,4,3,,,,"@0.7
            (Information: Year 2020)",,Not including Lower Ground Floor and Ground Floor,Independent,Close to MTR Station,,,,,
